1000,German I
1001,First Step in German
1100,Germany Today
2000,German II
2001,German III
2020,Sounds of German
2050,German I & II
2100,Exploring German Literature
2200,German Cinema
3000,German IV
3001,German V
3002,German VI
3020,German Conversation
3041,German for Professional Communication
3050,German III & IV
3051,German V & VI
3060,German through Fairy Tales
3100,Special Topics in German
4001,German VII
