"Current topics illustrating important research field in materials science will be discussed. Topics covered will include: energy materials, biomaterials, and computational material science. The course provides an introduction to the background concept, physical principles and applications of the relevant material systems."
This course is intended to provide basics of electron microscopy. Topics include: group theory and basics of crystal symmetry; electron diffraction and interpretation of crystal symmetry; wave optics and imaging principle of electron microscopy; high-resolution transmission electron microscopy; analytical electron energy microscopy; and laboratory demonstration of specific topics.
"This course serves as an introduction to surface science. Major topics are: vacuum technology, electron-surface interactions, photon-surface interactions, ion-surface interactions, scanning probe microscopy and case studies in surface science."
To carry out reading and presentation assignments to enhance learning and research skill.
"In this course, a student is required to meet with his/her supervisor regularly who provides necessary guidance and supervision to write up a thesis and monitors the student's academic progress."
"In this course, a student is required to meet with his/her supervisor regularly who provides necessary guidance and supervision to write up a thesis and monitors the student's academic progress."
"In this course, a student is required to meet with his/her supervisor regularly who provides necessary guidance and supervision to write up a thesis and monitors the student's academic progress."
