2270,Introduction to Environmental Science
2515,Environmental Chemistry
2517,Environmental Chemistry Laboratory
3230,Principles of Environmental Protection and Pollution Control
3330,Biogeochemistry
3415,Environmental Instrumentation Techniques
3417,Environmental Instrumentation Techniques Laboratory
3520,Environmental and Biochemical Toxicology
3820,Environmental and Biochemical Toxicology Laboratory
4240,Environmental Impact Assessment
4242,Environmental Impact Assessment Laboratory
4250,Environmental Health
4525,Advanced Environmental Chemistry
4535,Chemical Treatment Processes
4901,Senior Experimental Project I
4902,Senior Experimental Project II
4903,Senior Experimental Project III
4906,Internship
4907,Field Study
5101,Seminar
5201,Seminar
5301,Seminar
7101,Seminar
7201,Seminar
7301,Seminar
7401,Seminar
7501,Seminar
7601,Seminar
7701,Seminar
8003,Thesis Research
8006,Thesis Research
8012,Thesis Research
