1001,Introduction to Sign Language and Bimodal Bilingualism
2001,Sign Linguistics I: Phonetics and Phonology
2002,Sign Linguistics II: Morphology and Morpho-syntax
2003,"Sign Linguistics III: Syntax, Semantics and Pragmatics"
3001,Sign Language in Education
3002,Introduction to Sign Language Interpreting
4001,Language Acquisition of Deaf Children
4101,Research Project I
4102,Research Project II
4201,Service Learning I
4202,Service Learning II
