"(UGED1146 is double-coded with CLCE1103.) This is a knowledge-based course introducing Chinese language and culture. The course is designed for CUHK students (both native and non-native Chinese) who are interested in Chinese language and culture; Contents included theories and applications concerning Chinese language and culture; theories, practices and situations of teaching and learning Chinese as a second language (including Putonghua and Cantonese learning); the importance of culture in Chinese as a second language; and the language policies and its use in Hong Kong and in Mainland China."
"A course designed for international students who want to learn more about Chinese characters through reading. Among the areas covered are aspects related to the origin of Chinese characters, basic structure of frequently used characters as well as stories behind the evolution and simplification of Chinese characters."
