1000,Spanish I
1001,First Step in Spanish
1101,Spanish Civilization and Its Languages I
1102,Spanish Civilization and Its Languages II
2000,Spanish II
2001,Spanish III
2020,Sounds of Spanish
2050,Spanish I & II
2200,Hispanic Cinema
3000,Spanish IV
3001,Spanish V
3002,Spanish VI
3020,Spanish through Film
3021,Spanish Conversation
3041,Business Spanish I
3050,Spanish III & IV
3051,Spanish V & VI
3100,Special Topics in Spanish
4001,Spanish VII
4002,Spanish VIII
