1000,College Assembly
1011,University Life and Learning
2017,Bacchus: Exploring Grape Wine
2018,Leadership in Practice
2019,Design Thinking Approach to Innovation
2101,Social Service: Participation and Reflection
2102,Public Affairs: Participation and Reflection
2103,Social Innovation: Social Enterprises and Demand
4011,Senior Seminar
4012,Social Enterprise and Innovation: Internship
